Subject,TP,b_Rat,num_weights
5c5deed04ee81200018ebb4a,Now,0.41672398,15
5c5fc78e96dff400013607a5,Now,0.071723325,7
5c6319a0b73d590001ae789d,Now,0.617566146,17
5c6a36214fbf270001311702,Now,0.294259244,17
5c6a3c721519ac0001668582,Now,0.812285076,5
5c6aecbad0fb370001731cac,Now,0.222413266,9
5c6b2f0d5b27b00001a3561f,Now,0.596087716,13
5c6d590ca190e0000103ec5f,Now,0.599931224,10
5c70852d7826350001565ce4,Now,0.000343879,10
5c71b63c4aa8ec0001f2bfc4,Now,0.386441791,12
5c720c7278263500015665f9,Now,0.133585511,16
5c742339e621f900163f4543,Now,0.000343879,15
5c7a94dc8fbcb100146b6dc7,Now,0.075292297,11
5c7cf8b58ca9000001b52f6e,Now,0.125257909,14
5c7dcd11f066ff001568e56a,Now,0.156486417,8
5c801cd6aaf2af0016478e6f,Now,0.480782457,14
5c804f4092ad770015846011,Now,0.433379184,15
5c82656bed1753001581fd1e,Now,0.07382272,17
5c82a8cdfff8430015e9942f,Now,0.125257909,6
5c82d0ac51b0e00015cbd2fc,Now,0.303706524,15
5c83f1ed20b39a001440b6b1,Now,0.176693098,17
5c8676deddda2d00012ad386,Now,0.403912284,14
5c871f91e769f8000178afc8,Now,0.000343879,5
5c8e1af5c6e10f00010d6212,Now,0.522711642,11
5c90094e71f3100016181ea9,Now,0.125257909,10
5c925b0fb138fe0014e4036b,Now,0.000343879,13
5c92870723bd7e001870138e,Now,0.312628955,9
5c92cda483617d0010bef1b8,Now,0.183551123,16
5c935d881754ba001b25697a,Now,0.281400447,9
5c9527e29e4f7400011e1571,Now,0.125257909,9
5c971acab18d000001e1afd7,Now,0.191388866,17
5c9a7872e2a8d00001585513,Now,0.428620554,14
5c9ebf067114700016da2813,Now,0.041981889,7
5ca272f5caf59c0001a942cb,Now,0.390700224,16
5cb52a1e33f33d0001249130,Now,0.066964695,16
5cb9bc10e50fe5001746c43b,Now,0.599931224,15
5cb9ca6814b3cb0017e4f7dd,Now,0.308955013,17
5cd062370081a60017789079,Now,0.100275103,12
5cd321750316ed0017c81bcd,Now,0.341018507,12
5cdcd4ca9f75db0001411660,Now,0.182037014,11
5cec2163d439ae0016596611,Now,0.031572387,9
5ceff2032de4e90015c822c4,Now,0.109643655,16
5cf21b7b2456d90001ee8e40,Now,0.599931224,6
5cf5134c8f8ff80019e76721,Now,0.031572387,16
5cf7bfff528ef50001e96f69,Now,0.464310277,15
5cfbdcec8483c6001930c1b1,Now,0.04718664,16
5cfc3d486e9951001a0cb8cd,Now,0.096431595,13
5cfdd7d53ca1bb00011030d4,Now,0.558783073,17
5cfea2427b91e70001423ffb,Now,0.200206327,13
5d003450f641130018828b8e,Now,0.343857462,16
5d045502bdeaa5000165e935,Now,0.453157239,16
5d0d16d991270800010b7dd7,Now,0.297014701,16
5d0e9d1bf403080016411381,Now,0.083619899,7
5d14cea059c33d0001f19bb3,Now,0.433379184,16
5d1618630b1f87001715eca7,Now,0.281400447,10
5d1beb9c9e033e0017a725dc,Now,0.250171939,12
5d1d3f10d5669200017b4e46,Now,0.454576716,12
5d204134abea8100173fa8a4,Now,0.000343879,16
5d254db8bb2e30001933fe36,Now,0.437542985,16
5d256c9b3eee7d001541a073,Now,0.341018507,11
5d264dc7e4a0cb001a3efea6,Now,0.468771492,16
5d2e56ae72b6780001c66698,Now,0.656142538,8
5d305152b2cfe00019231a2a,Now,0.54163801,12
5d30a193b2cfe00017231a93,Now,0.055861226,9
5d329756062745001921494a,Now,0.41672398,6
5d338bb02381b7001761694e,Now,0.206084635,17
5d344bd3b0f315001a122275,Now,0.107413048,14
5d378df21acda30001e7191e,Now,0.194654593,9
5d453e8723a5bb0001492546,Now,0.096431595,14
5d45c2d1da9cb60015aa4312,Now,0.083619899,15
5d461284d9b0690001720f6d,Now,0.031572387,9
5d4702f04f947a0001181420,Now,0.203329178,16
5d478068ff3efc001a89d7de,Now,0.849759285,16
5d47abcc2dc88900166f27c9,Now,0.33344796,15
5d4a41890e604c00011ade8b,Now,0.133585511,15
5d4b265b72db9d0015e8aac6,Now,0.312628955,4
5d4c7ac3e8ec490018b0050d,Now,0.649896836,5
5d4e24cdcc0b630001a2698d,Now,0.19251931,14
5d5067b25371ae00191f69c4,Now,0.444482653,9
5d54b73f1c1de70015d50959,Now,0.400068776,8
5d558ebe886e3f0020e90fce,Now,0.33344796,13
5d55d562e04e1c0001f5e682,Now,0.091190446,12
5d5c265773125e001af7f4cf,Now,0.062800894,16
5d5eeb06d8bcde00162d73f1,Now,0.350103164,12
5d5f07cdca10e90016bc0103,Now,0.172100671,16
5d5f31230fc94a001c632b69,Now,0.285861662,14
5d5fa32a0fc94a0001632ac7,Now,0.250171939,1
5d612ae16512d700159face7,Now,0.143102771,14
5d6141608a11df001a477fbe,Now,0.843513583,16
5d62935aacd67c0015b06e8d,Now,0.250171939,6
5d63179aa3b94d0001da4bb6,Now,0.089568186,15
5d6394518df2870001a74b42,Now,0.000343879,6
5d66ea7549716000187f26af,Now,0.250171939,11
5d6d6412f570e000184cf48b,Now,0.115649138,14
5d6edb6ada16690017c9b828,Now,0.214482217,8
5d6ef023cfe0a400198f911e,Now,0.269389483,14
5d73b97a40e4bc00019e1db8,Now,0.250171939,4
5d74001d391b6600175f433b,Now,0.023055521,13
5d76a776f6630c0018431c01,Now,0.077214051,13
5d78647e4dadc9001a3e34dd,Now,0.250171939,9
5d7af4ee784e52001b9b02da,Now,0.5,15
5d82be0cf45ead000150f026,Now,0.050309491,15
5d82d28977546f00166ae702,Now,0.062800894,16
5d83d2f1ae7a8b00017ec6a9,Now,0.191388866,17
5d847ac9be4b0b00188463d7,Now,0.111378573,10
5d849ee0a954540019f513dd,Now,0.041981889,8
5d88db42c1d06e001a1fdcab,Now,0.29180995,13
5d8927d21571f4001c8ce125,Now,0.33344796,10
5d8c46cc53b833001a4bf916,Now,0.044431184,17
5d8d12f6d88e3a00142c9751,Now,0.365477198,13
5d8fea94efcbb5001756364b,Now,0.154084224,14
5d9373b0e04970001ab482da,Now,0.000343879,7
5d93c9c410165c0015326102,Now,0.150240715,10
5d94794a521f890016f93604,Now,0.384694741,14
5d9a09095223b6001809f1c9,Now,0.050309491,11
5d9f8573ce3daf0015e3e400,Now,0.031572387,16
5daa18ed95be5f00133609e8,Now,0.071723325,8
5daa6f580d55870011370fd3,Now,0.325120358,10
5daab7a060ac5d0014235b89,Now,0.908809554,11
5dacf17a6f11e500163e3bc4,Now,0.297014701,16
5dae25fc2e361800135fbd02,Now,0.343857462,16
5db0a97f127d4000117cdfa0,Now,0.285861662,10
5db222231ff7b4000ab2cfc1,Now,0.699862448,15
5db3029ffa4efa000a145bde,Now,0.156486417,16
5db3b031efa9f6000cf02400,Now,0.699862448,5
5db6ff8c7f9e6b000dd24a19,Now,0.323650781,17
5dba287f9653e80734e335d7,Now,0.312628955,5
5dbaded2af6b8e0e8c3632ed,Now,0.000343879,16
5dc091fa9be08f03fb01a816,Now,0.125257909,14
5dc1c27fb3e5c212018d9e33,Now,0.178792494,8
5dc1cd625fd2031344dfe43d,Now,0.033654287,15
5dc1eb838a84461511b3cd73,Now,0.227460298,12
5dc4175e3317732e53467e8b,Now,0.515614254,16
5dc59aea37023940a0860dea,Now,0.109643655,16
5dc8d8b90a0b38630af7a0ba,Now,0.218943432,8
5dcaf5db575da17c63ebb51b,Now,0.109643655,16
5dcca657854936945d68eaa9,Now,0.000343879,12
5dce29700ad506063969a4a5,Now,0.000343879,14
5dcefcd0307b8d05031d7264,Now,0.206084635,17
5dcf0e94fce60605794da411,Now,0.272883581,11
5dcf402982569a08ddd84086,Now,0.176693098,17
5dcf7b49523df00ae9c4e07e,Now,0.272883581,11
5dd0c43acaee3e187643d32b,Now,0.66655204,15
5dd106ec7beb291ab1c63d0f,Now,0.172100671,16
5dd1964987c1fd2082c4d88e,Now,0.078415148,16
5dd1ab5dd3ac2a21600f87b8,Now,0.133585511,15
5dd2c9f2c925a82e5167ef8b,Now,0.000343879,16
5dd3e852b988873c617cd21a,Now,0.16199733,17
5dd3e9d93228863b9c89ad1a,Now,0.116930307,15
5dd5db1ded7ea4574c7bc996,Now,0.083619899,12
5ddaa1e583e309a04100bd57,Now,0.094029402,16
5ddae85b393bd3a44d7cbaaa,Now,0.234557686,16
5ddc516e82a527bc2397e6e1,Now,0.062800894,16
5dde8fba82f458000c8c7c75,Now,0.812285076,13
5de01c13c3a15e0a03332169,Now,0.050309491,15
5de1986c040f531f97eb6092,Now,0.04718664,16
5de481c2a49875052fcf6dee,Now,0.392930831,8
5de7f5d27c17f804d007da90,Now,0.632261914,17
5de82c263aa2777a36b996b2,Now,0.062800894,16
5de9ca36a484410fdd8a928b,Now,0.683207244,16
5de9ef512dc5c612021d3038,Now,0.055861226,10
5dea76e109c1071948aed0ff,Now,0.421928731,16
5dea8a8fcd6328000aeb1cf4,Now,0.264867708,17
5deb3c192235ad24f4a21826,Now,0.16199733,17
5debccb0389fde2b5e13fcea,Now,0.464310277,14
5dec1c522911273179e44dbe,Now,0.300137552,6
5decaac46e09cf3792805023,Now,0.203329178,16
5dee72917309b950e5262f3a,Now,0.634522802,13
5df162b6c76aa6080c4c7694,Now,0.250171939,5
5df58b28ecb3ea3ed1ceea37,Now,0.687371045,6
5df97abeabec5d6fcbbc764d,Now,0.446465416,15
5dfb693a73d72487b1fe495b,Now,0.222413266,9
5dfc64647adf4b971f329cbf,Now,0.656142538,16
5dfcfabe2b12bd9d55590694,Now,0.057996508,14
5e025e51a2c696de398fa46b,Now,0.450034388,15
5e04446a783225ee6e9ed929,Now,0.633241632,15
5e065bba5a342503b3f3e0bc,Now,0.37508597,6
5e0d416d13ec504cb9c43cbf,Now,0.365477198,14
5e0e32ee1d4607573dc85b1f,Now,0.312628955,16
5e0e66730db8925a55fffbd5,Now,0.111378573,9
5e121701dc79bd8a1a22ca99,Now,0.166895919,10
5e121b2b82a955890a9b3484,Now,0.5,10
5e1276f7e69d0a912635da16,Now,0.146076914,12
5e13d5a0398bb6a1517fab4c,Now,0.729009055,13
5e1414d158a5c7a5a1d99be3,Now,0.346259655,14
5e15e63a4f40fbbd907aff1e,Now,0.000343879,8
5e175705cfe8dc000b559793,Now,0.233516735,15
5e1797da928b15062260e30e,Now,0.250171939,10
5e1882adfd7db4158998b5f0,Now,0.146076914,13
5e19c8d1477f3b24e0ac5efa,Now,0.270990945,13
5e1a288a1859772a7ff2700a,Now,0.343857462,16
5e1b9d3d08b5ba3c86879d5b,Now,0.468771492,16
5e1c138a2bf9514062e4de6b,Now,0.250171939,17
5e1f938b06121f2be0d1ead4,Now,0.208533929,7
5e2039ccf0b71e34ef9c60a2,Now,0.353042317,17
5e2093a7e10aa2000c631268,Now,0.000343879,11
5e23646fd3ba5760bca7801c,Now,0.656142538,16
5e2784b2cf46ff9ab1191cc9,Now,0.5,8
5e27868c5cbbcc0b3599574b,Now,0.250171939,14
5e2861fb5c6297029148b635,Now,0.37508597,7
5e28e8730fd86a0a19e084cd,Now,0.000343879,15
5e29ada5d441690127fb5748,Now,0.172100671,16
5e2a425609072a0abb76094b,Now,0.312628955,16
5e2ac2aa0038f21089a533a4,Now,0.884350862,14
5e2b0d34a8dc8c000cc53114,Now,0.428620554,15
5e2e9c7388448746ab366b7f,Now,0.549965612,7
5e311dd7a390be11ebfc23c3,Now,0.159325372,11
5e35d4a59d323458753819d2,Now,0.37508597,6
5e37b3d7abde98738c0f1e7c,Now,0.531228508,16
5e3889c805856605d1838c21,Now,0.557652629,14
5e38e79295ff561112eae457,Now,0.166895919,12
5e39d872793a082024d9cf18,Now,0.031572387,16
5e3a7e26ca5cf328020dc4b6,Now,0.156486417,16
5e3adfc595ff562fbdd130fa,Now,0.395904975,13
5e3b9b820014e23ad71813c8,Now,0.574948418,11
5e3cba059e9d0b0b3663c90c,Now,0.327042112,13
5e3d679eaa341501c1a5a90b,Now,0.068478805,11
5e3d91a08dfa83000c9f4d36,Now,0.050309491,15
5e3dff6b8714b707b9a258b0,Now,0.182037014,12
5e40774a2ee93c2ae0ecad03,Now,0.250171939,11
5e416e22fb96eb000b3fe2a8,Now,0.01818874,15
5e41d817cfafb807ef94486a,Now,0.233516735,15
5e44399336d11f01939401eb,Now,0.140872163,16
5e46f51bc3298c1bf813a984,Now,0.406314477,16
5e4a1730c94447480594cea4,Now,0.285861662,14
5e4a59b502b78f4a232c0cff,Now,0.674879642,10
5e4af9e73485dd000c99724e,Now,0.5,15
5e4dd61e228f8723566e06d4,Now,0.100275103,6
5e500182080ac1000b1c7315,Now,0.450034388,15
5e51dfe3618c57215938d7b7,Now,0.000343879,10
5e52d0122f5f952f2a7b6b28,Now,0.363730149,12
5e531b2205acdb33c0f5f24c,Now,0.367738086,17
5e552a5e45774651f60e62b3,Now,0.250171939,9
5e5ab88a43f33029b119a48c,Now,0.206084635,17
5e5b0bcc7a584430eb8bea65,Now,0.520819005,12
5e5d641259df370779040d9e,Now,0.066964695,15
5e6027f12036113753519c82,Now,0.125257909,16
5e602d66bc402a381b35f74a,Now,0.350103164,8
5e606b1eaf84e83c728748d7,Now,0.441216927,17
5e614c386ee9b3017b83e4bc,Now,0.527758673,9
5e63e24eaf3bd51660031dbe,Now,0.150240715,15
5e649034feba20212bb729db,Now,0.325120358,10
5e65c211b45c6432d8227e4c,Now,0.107413048,8
5e667f3bc3f30a4050fc8f2f,Now,0.031572387,16
5e6690ca0ef3a301da87b4d9,Now,0.194654593,10
5e683c4d6ca0f9000d3f35fe,Now,0.312628955,12
5e6869e6fe7f431210ced3f1,Now,0.250171939,5
5e6989bc651f7d241449fccf,Now,0.558783073,17
5e69987e0873d600084bc920,Now,0.200206327,11
5e6d3b17a2b73d2f7aef3d04,Now,0.341018507,12
5e6da92a65f32b372cf0fbdc,Now,0.125257909,14
5e6ef5fbf14d264ae2ef3867,Now,0.139137246,10
5e6fd38fe95be7071b5196bf,Now,0.183551123,16
5e700bdb6319c15ed8726932,Now,0.094029402,16
5e770f11a9d3b527c662aa23,Now,0.000343879,16
5e78bf026d9a62443b9d5b74,Now,0.58327602,7
5e795b321feceb5164cd115d,Now,0.29180995,12
5e7c987c0d34ae2d8f9c7d8e,Now,0.437542985,8
5e7d031be805560ae6b93dba,Now,0.62491403,9
5e7daa886c123242e86c8138,Now,0.386441791,11
5e7f64a99b18e463f74b0c91,Now,0.479180995,13
5e80d8569d1bdf03449b0c2e,Now,0.275154746,10
5e815773285d3883ba2fbbcf,Now,0.000343879,8
5e820eb36551aa02fd72e1dc,Now,0.250171939,12
5e82cbf3469f74a0b6d0fd29,Now,0.383413572,15
5e83d36b6d7daf107aea7a7c,Now,0.386441791,12
5e8421d0df483e18852ff25e,Now,0.156486417,8
5e84253b26729e1847f16611,Now,0.300137552,10
5e84b8443f064006f1b5215c,Now,0.527758673,9
5e84cf62eabe5c081ea860c5,Now,0.300137552,6
5e8537fe23609011fe987ca7,Now,0.125257909,3
5e876872ca754f08ceb52e9e,Now,0.354266965,14
5e87e49bb69f7b469f03cc68,Now,0.234557686,16
5e89fdffad009e010e958ee7,Now,0.482155139,15
5e8b835818346405e2571585,Now,0.218943432,16
5e8be450affef10d24343a7f,Now,0.264867708,17
5e8d44819163b611f62d706c,Now,0.200206327,10
5e8fa34befd9542a66b02feb,Now,0.312628955,9
5e911cfaefd95445d5a6c890,Now,0.328243208,16
5e9128974d246b4532f248ff,Now,0.617566146,17
5e921c1b451807056a5e85bb,Now,0.125257909,14
5e935ec0ba38620009a3b0d8,Now,0.562457015,16
5e9420fb792513752fd18744,Now,0.225189133,11
5e9732d6bafec41daaf8fc30,Now,0.000343879,8
5e975c32ca82b62079dc8f7c,Now,0.658981493,12
5e975ea254955d0bfe9f7929,Now,0.234557686,16
5e9a567a22a6fa0ee4cf44f1,Now,0.41672398,12
5e9a600390f4ad0f0f200993,Now,0.250171939,8
5e9aa65a9d211b140b6919f7,Now,0.928276675,15
5e9b061b5eb4e3000a5ebc0b,Now,0.250171939,7
5e9b8957035d900898422c3c,Now,0.222413266,10
5e9ca054511e7a1c5c5640e5,Now,0.343857462,16
5e9f55237c0db50bb0a02621,Now,0.222413266,9
5e9fc65dee2ccf178f0e413f,Now,0.109643655,16
5ea08654ea87f206588b6b50,Now,0.265786193,16
5ea3b1b9fc11ed33dde53561,Now,0.000343879,16
5ea492e3b1b3620a6fee3b90,Now,0.425051582,11
5ea523b2a7782138712c7e1b,Now,0.785517783,14
5ea5d2b8d2bc3308f7af06d5,Now,0.350103164,15
5ea5dd6605b5170963934a65,Now,0.156486417,16
5ea70b0537c5170b90ece8ac,Now,0.044431184,17
5ea7434507a21c11406c58d6,Now,0.571379446,9
5ea77b0161f86b151f475c8f,Now,0.147301562,17
5ea8fe56a6d1a135a5a442cd,Now,0.038778965,15
5ea9024a58a5ae36f0416ed6,Now,0.116930307,15
5ea90a840928983752c88275,Now,0.208533929,12
5ea963dc8304320363c8398c,Now,0.111378573,12
5ea9704edf73440535b5e34d,Now,0.5,2
5ea997837d28170bc5125c56,Now,0.200206327,11
5ea9cc7058ebeb11a12e659c,Now,0.045767163,12
5eaa605c7c3cbc1f14421a94,Now,0.454576716,11
5eaa6339b2e5311e8e020396,Now,0.359471716,16
5eaad5dcc2e64603e5122442,Now,0.357241108,15
5eab89102e910016bb0b5414,Now,0.403912284,13
5eac2cc56665cc23af76e945,Now,0.45836199,12
5eac6f1aa8b3bb0dcfebeba9,Now,0.208533929,12
5eadc21b6d4da6467f9d0a6b,Now,0.233516735,15
